,ID,Tweet,Emotion,Intensity,Words
31,10032,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed ,anger,0.792,"blame,whole,season,natalie,season,would,different,turned,back,alliance,pissed"
32,10033,Since the 'update' my @iPhone loses power nearly 40% faster.  #furious,anger,0.792,"since,update,loses,power,nearly,faster,furious"
33,10034,@bringyouhome2 I'm about to fly into a fit of rage it's not FAIR,anger,0.792,"im,fly,fit,rage,fair"
34,10035,Unbelievable takes 10 minutes to get through to @BarclaysUK then there's a fault and the call hangs up #fuming #treatcustomersfairly,anger,0.792,"unbelievable,takes,minutes,get,theres,fault,call,hangs,fuming,treatcustomersfairly"
35,10036,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.,anger,0.792,"blaming,fucking,idiots,putting,world,middle,tantrums,one"
36,10037,@SunandBeachBum 'you people' infuriate me!,anger,0.792,"people,infuriate"
37,10038,@rtrn94 Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment,anger,0.792,"mine,party,decide,party,slowly,transformed,vengeful,hellcult,white,male,resentment"
38,10039,So #angry about my @WishShopping order. 6 #months ago I placed an order of over $500. Card billed. Never #received \n#disappointing,anger,0.7709999999999999,"angry,order,months,ago,placed,order,card,billed,never,received,ndisappointing"
39,10040,Still can't log into my fucking Snapchat#Snapchat #snap,anger,0.9,"still,cant,log,fucking,snapchatsnapchat,snap"
40,10041,@ThomsonCares Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!! #fuming,anger,0.7709999999999999,"sam,yes,helpful,need,sorting,asap,keep,promising,stuff,doesnt,happen,fuming"
41,10042,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM #rage #HuckFP2",anger,0.7709999999999999,"someone,let,snakes,house,bet,kill,bugger,get,hands,rage,huckfp2"
42,10043,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed  #upset #tired #sad #tired #hangry ######,anger,0.7709999999999999,"ef,whichever,butt,wipe,pulled,fire,alarm,davis,bc,sound,asleep,pissed,upset,tired,sad,tired,hangry"
43,10044,"Why does @dapperlaughs have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages ",anger,0.733,"come,glasgow,night,working,fucking,gutted,waiting,appearance,ages"
44,10045,i feel furious,anger,0.7709999999999999,"feel,furious"
45,10046,Some Mexican ladies irritate the fuck outta me. Have a their own lil preschool of fucking kids for the welfare &amp; allllat smh.,anger,0.7709999999999999,"mexican,ladies,irritate,fuck,outta,lil,preschool,fucking,kids,welfare,amp,allllat,smh"
46,10047,Still can't log into my fucking Snapchat #Snapchat ,anger,0.7709999999999999,"still,cant,log,fucking,snapchat,snapchat"
47,10048,I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed #bitter,anger,0.7709999999999999,"blame,whole,season,natalie,season,would,different,turned,back,alliance,pissed,bitter"
48,10049,People irritate my MF soul,anger,0.7709999999999999,"people,irritate,mf,soul"
49,10050,Im so angry ??,anger,0.75,"im,angry,??"
50,10051,People fuckin irritate me,anger,0.75,"people,fuckin,irritate"
51,10052,"@leesyatt you are a cruel, cruel man. #therewillbeblood #revenge",anger,0.84,"cruel,cruel,man,therewillbeblood,revenge"
52,10053,That way ur so angry you can literally feel ur blood boiling,anger,0.75,"way,ur,angry,literally,feel,ur,blood,boiling"
53,10054,@KatzeAnilothei this amount of greedy mooching makes me snarl.,anger,0.75,"amount,greedy,mooching,makes,snarl"
54,10055,My mind is raging and i just want to end it all,anger,0.75,"mind,raging,want,end"
55,10056,Absolutely fuming that some woman jumped into my prebooked taxi and drove off ?,anger,0.75,"absolutely,fuming,woman,jumped,prebooked,taxi,drove,?"
56,10057,I'm nothing but a hateful and bitter fag,anger,0.75,"im,nothing,hateful,bitter,fag"
57,10058,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time! #angry #notfair #whypay,anger,0.75,"something,needs,done,people,hogging,machines,nobody,use,machines,one,time,angry,notfair,whypay"
58,10059,@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,anger,0.75,"ikr,people,still,got,grudge,reason,like,wtf"
59,10060,@lynnew69 then he said talking about wills uncontrollable animals when moving to another link. These comments do not help! #fuming,anger,0.75,"said,talking,wills,uncontrollable,animals,moving,another,link,comments,help,fuming"
60,10061,@paulbushnell25 @EE bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious,anger,0.8440000000000001,"bad,news,ordered,online,hasnt,gone,happened,order,phone,furious"
61,10062,So angry I wanna cry???,anger,0.75,"angry,wan,na,cry???"
62,10063,OOOOOOOOH MY GOD UUUUGGGGHHHHHHHHH ,anger,0.75,"ooooooooh,god,uuuugggghhhhhhhhh"
63,10064,Boycotting @DunkinDonuts till butter pecan comes back. I am furious,anger,0.75,"boycotting,till,butter,pecan,comes,back,furious"
64,10065,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry",anger,0.885,"black,people,still,fighting,recognized,human,beings,cantsleep,angry"
65,10066,my mom cut my phone off and I'm so furious ?,anger,0.75,"mom,cut,phone,im,furious,?"
66,10067,Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps,anger,0.75,"thing,feed,naay,raging,something,brother,filling,gaps"
67,10068,can't believe Achilles killed me! #angry,anger,0.75,"cant,believe,achilles,killed,angry"
68,10069,I lost a couple niggas I want revenge so put me in coach,anger,0.875,"lost,couple,niggas,want,revenge,put,coach"
69,10070,@mjmralph then it's poor packaging my Amazon and the fulfilled seller should be furious as much as you ?,anger,0.75,"poor,packaging,amazon,fulfilled,seller,furious,much,?"
70,10071,Where's your outrage when a black man kills another black man in the streets?,anger,0.75,"wheres,outrage,black,man,kills,another,black,man,streets"
71,10072,it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao,anger,0.75,"makes,fucking,irate,jesus,nobody,calling,ppl,like,hajime,abusive,stop,strawmen,lmao"
72,10073,Absolutely fuming I've just scratched all my car ??????,anger,0.75,"absolutely,fuming,ive,scratched,car,??????"
73,10074,@Ms_HeartAttack holy shit it just a bee sting like fuck you're not dying,anger,0.5529999999999999,"holy,shit,bee,sting,like,fuck,youre,dying"
74,10075,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door.  #mad ##,anger,0.7290000000000001,"fuk,heck,moved,fridge,knock,landlord,door,mad"
75,10076,I dislike people who get offended by the littlest shit .,anger,0.7290000000000001,"dislike,people,get,offended,littlest,shit"
76,10077,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work #furious #hangry #day5",anger,0.7290000000000001,"fuck,supposed,lunch,dinner,money,im,work,furious,hangry,day5"
77,10078,"@justyne_haley it does. if one person ruins season 13 for me, I will be so angry",anger,0.7290000000000001,"one,person,ruins,season,angry"
78,10079,"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",anger,0.7290000000000001,"fuck,supposed,lunch,dinner,money,im,work,hangry,day5"
79,10080,@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply,anger,0.8640000000000001,"buses,unreliable,e,ticket,app,unable,get,two,buses,late,work,fuming,useless,reply"
80,10081,So my Indian Uber driver just called someone the N word. If I wasn't in a moving vehicle I'd have jumped out #disgusted #offended,anger,0.7290000000000001,"indian,uber,driver,called,someone,n,word,wasnt,moving,vehicle,id,jumped,disgusted,offended"
81,10082,"The liberal outrage over don king saying the N-word really angers me. The white yuppie progressives can go fuck themselves, shame on blacks",anger,0.863,"liberal,outrage,king,saying,nword,really,angers,white,yuppie,progressives,go,fuck,shame,blacks"
82,10083,Just paid for chicken at @panerabread and didn't even get any ??? there goes 4 dollars and me as a customer #angry,anger,0.7290000000000001,"paid,chicken,didnt,even,get,???,goes,dollars,customer,angry"
83,10084,but that was a mistake and a half assed excuse and now here i am burning in hell forever,anger,0.7290000000000001,"mistake,half,assed,excuse,burning,hell,forever"
84,10085,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed,anger,0.873,"years,irrelevant,absolute,joke,manutd,ticketing,fuming,noloyalty,joke,notimpressed"
85,10086,@hollyrobinson__ Part 2-was buzzing for a cheeky squashie or two-this was NOT what i expected.SORT IT OUT! #food #angry  @coopuk @coopukfood,anger,0.5379999999999999,"part,2was,buzzing,cheeky,squashie,twothis,expectedsort,food,angry"
86,10087,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",anger,0.7290000000000001,"tasers,immobilize,taser,someone,fuck,need,shoot,one,second,later,really,sick,wtf,murder"
87,10088,Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! ,anger,0.7290000000000001,"bes,dont,tell,true,blooded,hoopjunkie,switch,fc,team,juz,destroyed,team,juz,dont"
88,10089,@ChurdAllan fucked my coupon that goal! #raging,anger,0.7290000000000001,"fucked,coupon,goal,raging"
89,10090,LVG bribed all the refs against Utd for his own personal revenge. That was a foul you prick.,anger,0.7290000000000001,"lvg,bribed,refs,utd,personal,revenge,foul,prick"
90,10091,"Now that the whole clown rage has scared me shitless, I'm gonna go cry in my room",anger,0.7290000000000001,"whole,clown,rage,scared,shitless,im,gon,na,go,cry,room"
91,10092,Worst juror ever? Michelle. You were Nicole's biggest threat. #bitter #bb18,anger,0.7290000000000001,"worst,juror,ever,michelle,nicoles,biggest,threat,bitter,bb18"
92,10093,Your twitter picture just makes me fume.,anger,0.7290000000000001,"twitter,picture,makes,fume"
93,10094,"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger,0.775,"cruel,cruel,man,therewillbeblood"
94,10095,"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",anger,0.867,"thats,really,madden,career,game,sucks,ea,sports,piss,poor,job,every,year,shit"
95,10096,"@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.",anger,0.831,"ha,right,im,san,jose,ca,offended,right,dave,go,walk,something,next,time"
96,10097,@FitnessFirstAU something needs to be done about people hogging machines - nobody can use 3 machines at one time!  #notfair #whypay,anger,0.708,"something,needs,done,people,hogging,machines,nobody,use,machines,one,time,notfair,whypay"
97,10098,I wonder what American city will be next to protest about police shootings. Who's next? Smh. #whenwillitstop #angry #howmanymoretimes,anger,0.708,"wonder,american,city,next,protest,police,shootings,whos,next,smh,whenwillitstop,angry,howmanymoretimes"
98,10099,@politico @realDonaldTrump another angry white man!,anger,0.708,"another,angry,white,man"
99,10100,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,anger,0.759,"wee,pop,socks,keep,falling,inside,shoes,rage"
100,10101,"The majority of people irritate the fuck out of me, cba with people ahahah",anger,0.862,"majority,people,irritate,fuck,cba,people,ahahah"
101,10102,@oscar_perria a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!,anger,0.708,"multimillionaire,spoiled,brat,gets,self,righteous,huff,bc,friend,muslim,non,starter,bye"
102,10103,Wont use using @mothercareuk @Mothercarehelp again!! These guys cant get nothing right!! ,anger,0.708,"wont,use,using,guys,cant,get,nothing,right"
103,10104,@kingvee_ don't provoke me to anger,anger,0.708,"dont,provoke,anger"
104,10105,You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!,anger,0.708,"complain,time,wonder,people,never,want,see,acc,rile,stfuuu"
105,10106,Bloods boiling,anger,0.708,"bloods,boiling"
106,10107,"Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet",anger,0.708,"leave,rulenimber,carpet,cleaning,furious,worsethananatomicbomb,accidentlyspillbeeronthecarpet"
107,10108,@DarkLuneFantasy wallah my blood is boiling I need to take a nap ugh,anger,0.8170000000000001,"wallah,blood,boiling,need,take,nap,ugh"
108,10109,I swear if @devincameron23 blocks me I'm going to hit her back ,anger,0.708,"swear,blocks,im,going,hit,back"
109,10110,"@jennylhowe I am angry at the student for being a racist, and the teacher for not stopping it, and at the class for letting it go by.",anger,0.708,"angry,student,racist,teacher,stopping,class,letting,go"
110,10111,I'm about to block everyone everywhere posting about the storm. I think everyone is aware of the damn rain and what not so quit. #damn #rage,anger,0.708,"im,block,everyone,everywhere,posting,storm,think,everyone,aware,damn,rain,quit,damn,rage"
111,10112,I'm just a fuming ball of anger today ?,anger,0.708,"im,fuming,ball,anger,today,?"
112,10113,I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this.,anger,0.75,"didnt,find,till,today,due,bff,telling,disgusted,offended"
113,10114,@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry,anger,0.688,"thanks,saying,wife,getting,iphones,today,losing,eta,thanks,angry"
114,10115,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,anger,0.688,"turning,surprised,late,work,fuming"
115,10116,Police Officers....should NOT have the right to just 'shoot' human beings without provocation. It's wrong.\n\n@ORConservative @MichaelaAngelaD,anger,0.688,"police,officersshould,right,shoot,human,beings,without,provocation,wrongnn"
116,10117,angry already,anger,0.688,"angry,already"
117,10118,... flat party and I instantly get bollocked about it. #fuming,anger,0.69,"flat,party,instantly,get,bollocked,fuming"
118,10119,@XemitSellsMagic add tracking but resent them,anger,0.688,"add,tracking,resent"
119,10120,@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.,anger,0.688,"man,affront,justice,system"
120,10121,"SOMEONE LET SNAKES IN MY HOUSE, I BET IT @Ya_Boi_Huck I KILL THAT BUGGER WHEN I GET MY HANDS ON HIM  #HuckFP2",anger,0.764,"someone,let,snakes,house,bet,kill,bugger,get,hands,huckfp2"
121,10122,"@ChronAVT ummm, the blog says 'with Simon Stehr faking 7th'...I'll expect an investigation forthwith. This is an #outrage",anger,0.688,"ummm,blog,says,simon,stehr,faking,7thill,expect,investigation,forthwith,outrage"
122,10123,@GroupAnon black armed thug with a record carrying gun illegally gets shot by black cop. #outrage   This is a joke.Let em destroy their town,anger,0.688,"black,armed,thug,record,carrying,gun,illegally,gets,shot,black,cop,outrage,jokelet,em,destroy,town"
123,10124,..... wakes up and says 'have you tried changing her nappy?' ??? #rage!!!!,anger,0.688,"wakes,says,tried,changing,nappy,???,rage"
124,10125,Someone needs to tell Candice she'll be stuck with that shitty pout if the wind changes. #GBBO,anger,0.688,"someone,needs,tell,candice,shell,stuck,shitty,pout,wind,changes,gbbo"
125,10126,@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,anger,0.688,"turn,shit,home,button,accessibility,nnwhen,innovation,become,mind,fuckery,iphonephonehome"
126,10127,I just love it when people make plans for me without actually including me in this process #rage,anger,0.688,"love,people,make,plans,without,actually,including,process,rage"
127,10128,"@ggreenwald Smh, remove ideologically bankrupt and opportunistic establishment now. They're burning all bridges and social contracts. #anger",anger,0.688,"smh,remove,ideologically,bankrupt,opportunistic,establishment,theyre,burning,bridges,social,contracts,anger"
128,10129,"@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror",anger,0.7659999999999999,"wheres,outrage,party,nominated,lying,corrupt,person,received,donations,nations,support,terror"
129,10130,@edquinn63 how can you even forget to pick ur fave child up from school #offended,anger,0.688,"even,forget,pick,ur,fave,child,school,offended"
130,10131,I get so angry at people that don't know that you don't have a stop sign on Francis and you do at Foster #road #rage,anger,0.688,"get,angry,people,dont,know,dont,stop,sign,francis,foster,road,rage"
131,10132,@soyoprincess they irritate me. Them and their inch thick made up masks,anger,0.667,"irritate,inch,thick,made,masks"
132,10133,@ChurdAllan fucked my coupon that goal! ,anger,0.667,"fucked,coupon,goal"
133,10134,How was Natalie one of the top three favorites?! #toofaced and #bitter ?,anger,0.667,"natalie,one,top,three,favorites,toofaced,bitter,?"
134,10135,@dcexaminer Democrats and their voters have zero tolerance for honesty. They associate honesty with anger and hate.,anger,0.667,"democrats,voters,zero,tolerance,honesty,associate,honesty,anger,hate"
135,10136,@gerfingerpoken #rage?? The #CrookedCourt said #rage MANY times to explain away the brutal killings of #Petits by #Hayes &amp; #Komisarjevsky,anger,0.667,"rage,crookedcourt,said,rage,many,times,explain,away,brutal,killings,petits,hayes,amp,komisarjevsky"
136,10137,"To'Why can't we brothers protect one another? No one's serious, and it makes me furious. Don't be misled, just think of Fred.' #mayfield",anger,0.578,"towhy,cant,brothers,protect,one,another,ones,serious,makes,furious,dont,misled,think,fred,mayfield"
137,10138,..... wakes up and says 'have you tried changing her nappy?' ??? !!!!,anger,0.667,"wakes,says,tried,changing,nappy,???"
138,10139,@ManUtd you have had from me over the years is irrelevant. Its an absolute joke. #manutd #ticketing  #noloyalty #joke #notimpressed,anger,0.667,"years,irrelevant,absolute,joke,manutd,ticketing,noloyalty,joke,notimpressed"
139,10140,All hell is breaking loose in Charlotte. #CharlotteProtest #anger #looting,anger,0.667,"hell,breaking,loose,charlotte,charlotteprotest,anger,looting"
140,10141,There's this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know,anger,0.667,"theres,bpharm4,guy,eish,guy,brings,anger,life,see,nje,like,darkness,fills,know"
141,10142,i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN,anger,0.667,"hour,football,practice,boiling,sun,2hr,volleyball,practice,boiling,sun"
142,10143,testing #angry,anger,0.667,"testing,angry"
143,10144,@WatcherDev @WarcraftDevs put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard,anger,0.667,"put,much,artefact,points,fury,cant,raid,literally,wasted,month,life,thanks,blizzard"
144,10145,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,anger,0.833,"suppose,work,wtf,dude,thanks,pissing,furious"
145,10146,i was angry.,anger,0.667,angry
146,10147,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave. #fume,anger,0.667,"feel,travel,miles,pick,form,arrives,post,two,days,leave,fume"
147,10148,@cineworld 'Congratulations your Free 1 month has been activated' Then charges £34.80 the same month. Absolutely furious ?,anger,0.667,"congratulations,free,month,activated,charges,£3480,month,absolutely,furious,?"
148,10149,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,anger,0.667,"hell,hath,fury,like,women,scorned,affair,parenting"
149,10150,straight people are canoodling on the quad and I'm #offended,anger,0.648,"straight,people,canoodling,quad,im,offended"
150,10151,"I can definitely feel my irritation today, lord give me strength",anger,0.667,"definitely,feel,irritation,today,lord,give,strength"
151,10152,@RobertTaitWHU against Chelsea anything is possible haha. I'm fuming about that bet ??????,anger,0.6459999999999999,"chelsea,anything,possible,haha,im,fuming,bet,??????"
152,10153,When you break a record in #madden I wish it didn't say the same shit after every rush like you just broke the record. #shutupphilsimms,anger,0.812,"break,record,madden,wish,didnt,say,shit,every,rush,like,broke,record,shutupphilsimms"
153,10154,@DFSCare apparently you are to contact me. Sofas were meant to be delivered today. Old ones gone. Sitting on floor. No sofas! #fuming,anger,0.6459999999999999,"apparently,contact,sofas,meant,delivered,today,old,ones,gone,sitting,floor,sofas,fuming"
154,10155,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,anger,0.6459999999999999,"rabid,grizzly,bears,im,going,scatter,neighborhoods,americanntheyre,poor,refugeesnninyourneighborhoodnotdc"
155,10156,@oreillyfactor why dont #blm #thugs want #justice when its black on black #gang crime? They only #rage and cry #racism when its a #cop,anger,0.6459999999999999,"dont,blm,thugs,want,justice,black,black,gang,crime,rage,cry,racism,cop"
156,10157,@mandyjohnson I'll be honest.. I hope that annoying Southern bint with the 'look at me' pout goes out this week! Selasi #FTW,anger,0.6459999999999999,"ill,honest,hope,annoying,southern,bint,look,pout,goes,week,selasi,ftw"
157,10158,Zero help from @ups customer service. Just pushing the buck back and forth and promising callbacks that don’t happen.  #loathing,anger,0.6459999999999999,"zero,help,customer,service,pushing,buck,back,forth,promising,callbacks,’,happen,loathing"
158,10159,"@mdivincenzo9 he's stupid, I hate him lol #bitter",anger,0.6459999999999999,"hes,stupid,hate,lol,bitter"
159,10160,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ? ,anger,0.6459999999999999,"joke,cut,internet,early,mistake,dont,reinstate,longer,need,engineer,?"
160,10161,"@Slippus @PureGym  yeah I received a fine today which I am furious about, currently appealing it after being a member for so long...",anger,0.6459999999999999,"yeah,received,fine,today,furious,currently,appealing,member,long"
161,10162,People irritate me ?,anger,0.6459999999999999,"people,irritate,?"
162,10163,Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope,anger,0.6459999999999999,"men,rage,strike,wish,best,rage,emotions,negative,positive,wish,strike,martial,arts,control,believe,best,hope"
163,10164,"In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep ",anger,0.6459999999999999,"black,people,still,fighting,recognized,human,beings,cantsleep"
164,10165,I swear if @devincameron23 blocks me I'm going to hit her back #revenge,anger,0.6459999999999999,"swear,blocks,im,going,hit,back,revenge"
165,10166,@SkyUK what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer ? #fuming,anger,0.6459999999999999,"joke,cut,internet,early,mistake,dont,reinstate,longer,need,engineer,?,fuming"
166,10167,@RealBD_ @ReyesAverie 47 unarmed blacks killed by white cops in 2015. That many die every month in Chicago wheres the #outrage,anger,0.6459999999999999,"unarmed,blacks,killed,white,cops,many,die,every,month,chicago,wheres,outrage"
167,10168,"@bt_uk why does tracking show my equipment delivered, when it wasn't? Why is my service suddenly delayed? We've already 3 weeks. ",anger,0.6459999999999999,"tracking,show,equipment,delivered,wasnt,service,suddenly,delayed,weve,already,weeks"
168,10169,Does she really need to pout all the time - getting on my nerves #GBBO,anger,0.6459999999999999,"really,need,pout,time,getting,nerves,gbbo"
169,10170,Ever put your fist through your laptops screen? If so its time for a new one lmao #rage #anger #hp,anger,0.6459999999999999,"ever,put,fist,laptops,screen,time,new,one,lmao,rage,anger,hp"
170,10171,@snowangel415 @cjwalters66 Maybe also being attacked by Tom's rabid fans to whom he &amp; his clothes were always perfect also put me off him...,anger,0.6459999999999999,"maybe,also,attacked,toms,rabid,fans,amp,clothes,always,perfect,also,put"
